series_id        year        period        value        footnote_codes
JTS000000MWJOL           2016        M01                1286
JTS000000MWJOL           2016        M02                1265
JTS000000MWJOL           2016        M03                1330
JTS000000MWJOL           2016        M04                1273
JTS000000MWJOL           2016        M05                1313
JTS000000MWJOL           2016        M06                1244
JTS000000MWJOL           2016        M07                1340
JTS000000MWJOL           2016        M08                1242
JTS000000MWJOL           2016        M09                1248
JTS000000MWJOL           2016        M10                1278
JTS000000MWJOL           2016        M11                1263
JTS000000MWJOL           2016        M12                1253
JTS000000MWJOL           2017        M01                1324
JTS000000MWJOL           2017        M02                1285
JTS000000MWJOL           2017        M03                1349
JTS000000MWJOL           2017        M04                1424
JTS000000MWJOL           2017        M05                1296
JTS000000MWJOL           2017        M06                1467
JTS000000MWJOL           2017        M07                1378
JTS000000MWJOL           2017        M08                1520
JTS000000MWJOL           2017        M09                1595
JTS000000MWJOL           2017        M10                1507
JTS000000MWJOL           2017        M11                1479
JTS000000MWJOL           2017        M12                1402        p
JTS000000MWJOR           2000        M12                 3.6
JTS000000MWJOR           2001        M01                 3.6
JTS000000MWJOR           2001        M02                 2.8
JTS000000MWJOR           2001        M03                 3.1
JTS000000MWJOR           2001        M04                 3.2
JTS000000MWJOR           2001        M05                 3.3
JTS000000MWJOR           2001        M06                 3.2
JTS000000MWJOR           2001        M07                 3.2
JTS000000MWJOR           2001        M08                 3.2
JTS000000MWJOR           2001        M09                 3.1
JTS000000MWJOR           2001        M10                 2.6
JTS000000MWJOR           2001        M11                 2.3
JTS000000MWJOR           2001        M12                 2.4
JTS000000MWJOR           2002        M01                 2.5
JTS000000MWJOR           2002        M02                 2.4
JTS000000MWJOR           2002        M03                 2.7
JTS000000MWJOR           2002        M04                 2.4
JTS000000MWJOR           2002        M05                 2.4
JTS000000MWJOR           2002        M06                 2.3
JTS000000MWJOR           2002        M07                 2.6
JTS000000MWJOR           2002        M08                 2.3
JTS000000MWJOR           2002        M09                 2.1
JTS000000MWJOR           2002        M10                 2.3
JTS000000MWJOR           2002        M11                 2.3
JTS000000MWJOR           2002        M12                 2.1
JTS000000MWJOR           2003        M01                 2.4
JTS000000MWJOR           2003        M02                 2.2
JTS000000MWJOR           2003        M03                 2.1
JTS000000MWJOR           2003        M04                 2.4
JTS000000MWJOR           2003        M05                 2.1
JTS000000MWJOR           2003        M06                 2.2
JTS000000MWJOR           2003        M07                 2.1
JTS000000MWJOR           2003        M08                 2.2
JTS000000MWJOR           2003        M09                 2.1
JTS000000MWJOR           2003        M10                 2.3
JTS000000MWJOR           2003        M11                 2.3
JTS000000MWJOR           2003        M12                 2.2
JTS000000MWJOR           2004        M01                 2.4
JTS000000MWJOR           2004        M02                 2.3
JTS000000MWJOR           2004        M03                 2.2
JTS000000MWJOR           2004        M04                 2.4
JTS000000MWJOR           2004        M05                 2.3
JTS000000MWJOR           2004        M06                 2.1
JTS000000MWJOR           2004        M07                 2.4
JTS000000MWJOR           2004        M08                 2.2
JTS000000MWJOR           2004        M09                 2.4
JTS000000MWJOR           2004        M10                 2.6
JTS000000MWJOR           2004        M11                 2.2
JTS000000MWJOR           2004        M12                 2.5
JTS000000MWJOR           2005        M01                 2.3
JTS000000MWJOR           2005        M02                 2.5
JTS000000MWJOR           2005        M03                 2.4
JTS000000MWJOR           2005        M04                 2.6
JTS000000MWJOR           2005        M05                 2.6
JTS000000MWJOR           2005        M06                 2.6
JTS000000MWJOR           2005        M07                 2.9
JTS000000MWJOR           2005        M08                 2.6
JTS000000MWJOR           2005        M09                 2.6
JTS000000MWJOR           2005        M10                 2.6
JTS000000MWJOR           2005        M11                 2.4
JTS000000MWJOR           2005        M12                 2.3
JTS000000MWJOR           2006        M01                 2.5
JTS000000MWJOR           2006        M02                 2.6
JTS000000MWJOR           2006        M03                 2.6
JTS000000MWJOR           2006        M04                 2.7
JTS000000MWJOR           2006        M05                 2.6
JTS000000MWJOR           2006        M06                 2.6
JTS000000MWJOR           2006        M07                 2.5
JTS000000MWJOR           2006        M08                 2.8
JTS000000MWJOR           2006        M09                 2.7
JTS000000MWJOR           2006        M10                 2.5
JTS000000MWJOR           2006        M11                 2.5
